_TYPE_,_FREQ_,ret_Mean,beta_Mean,btm_Mean,size_Mean,beta_lag_Mean,btm_lag_Mean,size_lag_Mean,ret_Median,beta_Median,btm_Median,size_Median,beta_lag_Median,btm_lag_Median,size_lag_Median,ret_StdDev,beta_StdDev,btm_StdDev,size_StdDev,beta_lag_StdDev,btm_lag_StdDev,size_lag_StdDev,ret_Min,beta_Min,btm_Min,size_Min,beta_lag_Min,btm_lag_Min,size_lag_Min,ret_Max,beta_Max,btm_Max,size_Max,beta_lag_Max,btm_lag_Max,size_lag_Max,ret_P25,beta_P25,btm_P25,size_P25,beta_lag_P25,btm_lag_P25,size_lag_P25,ret_P75,beta_P75,btm_P75,size_P75,beta_lag_P75,btm_lag_P75,size_lag_P75,ret_N,beta_N,btm_N,size_N,beta_lag_N,btm_lag_N,size_lag_N
0,65210,0.1070510394,1.1656834924,0.6572508119,5.9141082443,1.1618801066,0.6606640684,5.9512699928,0.0614506912,1.0511310123,0.5172564994,5.8205835765,1.0341732792,0.5169913816,5.8344181454,0.5216502498,0.941237584,0.719657638,2.1122425127,0.9496138413,0.6814320511,2.0667790013,-0.948948952,-1.800427503,-4.056406577,0.7312848074,-1.718013512,-1.01457783,0.9214772586,4.8053879983,5.6225166761,7.9173424013,11.460783811,5.5418988416,7.6435581242,11.390171976,-0.171253698,0.550162501,0.2876930007,4.4369324884,0.5228476135,0.2899100189,4.4887711921,0.2915359513,1.6207742447,0.8383574032,7.3036075044,1.6170069103,0.8341799044,7.2976030692,64703,60087,51680,65125,55958,43967,55022
